geneid	cell_type	p_val	avg_log2FC	pct.1	pct.2	p_val_adj
PRKCA	CD8 T Eff/Mem	3.448757260239564e-7	-0.3761607070771662	0.384	0.462	0.006715075261412454
DOK6	CD8 T Eff/Mem	4.5942636212501234e-7	-2.105949697407138	0.007	0.027	0.008945490696936115
EIF5	CD8 T Eff/Mem	4.6390829422604555e-7	-0.4406399496645732	0.304	0.372	0.009032758396875333
CD69	CD8 T Eff/Mem	4.868197886540714e-7	-0.24015372566131932	0.561	0.639	0.009478868104883423
RPS18	CD8 T Eff/Mem	7.694099503502514e-7	-0.13315882950867852	0.961	0.968	0.014981181143269745
ZBP1	CD8 T Eff/Mem	7.698674220084499e-7	-0.7256833440601451	0.099	0.152	0.014990088573926528
GRAMD1B	CD8 T Eff/Mem	7.806527993763311e-7	-0.5007802789245004	0.196	0.262	0.015200090656656543
SEPTIN9	CD8 T Eff/Mem	8.22942348765837e-7	-0.3801579630040165	0.316	0.389	0.01602351047281961
PPIL4	CD8 T Eff/Mem	8.880460581402643e-7	-0.46893166358416005	0.322	0.393	0.017291144798049086
ATXN1	CD8 T Eff/Mem	9.185446553546866e-7	-0.2771418204949079	0.642	0.703	0.017884982984411105
ST8SIA1	CD8 T Eff/Mem	1.1591131269618421e-6	-0.8160036776298771	0.049	0.089	0.02256909169507403
ARHGAP26	CD8 T Eff/Mem	1.2832354948383607e-6	-0.2612380246528936	0.66	0.714	0.02498587831999772
LEF1	CD8 T Eff/Mem	1.3890720734839724e-6	0.4837763135446651	0.309	0.24	0.027046622342806425
FHIT	CD8 T Eff/Mem	1.5344261714913188e-6	1.0088783243671395	0.13	0.08	0.029876811985107467
HERC6	CD8 T Eff/Mem	1.5915947779903595e-6	0.9692737893927235	0.189	0.132	0.03098994192225029
TMEM123	CD8 T Eff/Mem	1.908982206919131e-6	0.26529199766734846	0.422	0.339	0.0371697925509224
PLCB1	CD8 T Eff/Mem	1.9889077333759565e-6	0.33113413740560294	0.391	0.308	0.03872602247656325
SMAD7	CD8 T Eff/Mem	3.10465593424889e-6	-0.7214825589449232	0.124	0.175	0.06045075569576014
USP40	CD8 T Eff/Mem	3.5427390614434426e-6	0.6256877701297474	0.153	0.099	0.06898067226536526
SH3KBP1	CD8 T Eff/Mem	3.6569429745926926e-6	-0.18759493610157696	0.802	0.845	0.07120433665829431
ARSG	CD8 T Eff/Mem	4.117561163379477e-6	0.7686539121447726	0.113	0.068	0.0801730334121618
ENSMMUG00000054426	CD8 T Eff/Mem	4.458999723630076e-6	-4.446778502347732	0	0.011	0.08682118361880121
ENSMMUG00000052293	CD8 T Eff/Mem	5.028304370844828e-6	0.17875860047882686	0.577	0.504	0.09790611440471965
ADORA2B	Treg	4.644217497277179e-264	-9.835713964886015	0.004	0.427	9.042755888948395e-260
ENSMMUG00000060590	Treg	4.184296345127123e-201	-9.21096093185854	0.001	0.333	8.147243413597022e-197
BMT2	Treg	8.689818436597376e-159	-3.5643814492960066	0.198	0.528	1.691994547789875e-154
RBPMS	Treg	6.46415604131186e-103	-7.397595355104133	0.001	0.182	1.2586358228038322e-98
ENSMMUG00000054038	Treg	2.7555082791394424e-95	1.0291375056227006	0.822	0.651	5.365250170312408e-91
ENSMMUG00000028695	Treg	6.295849632898061e-93	-7.7405705635595785	0.001	0.165	1.2258648820215814e-88
ENSMMUG00000062894	Treg	2.4864071745021673e-91	-11.170531173476585	0	0.16	4.84128340947317e-87
ND4	Treg	1.4314154462952689e-87	0.6325232223163662	0.995	0.691	2.787109015481518e-83
COX2	Treg	1.3387253026940464e-84	0.568158368155121	0.999	0.986	2.6066320368755777e-80
C11H12orf57	Treg	1.6112262425801774e-78	-1.2475269643765747	0.303	0.576	3.1372186169278632e-74
ENSMMUG00000058325	Treg	5.650514233456221e-69	0.8834093030896502	0.728	0.519	1.1002116263962608e-64
ENSMMUG00000061125	Treg	6.098721897356874e-57	0.5996350353600493	0.858	0.638	1.187482140634357e-52
ENSMMUG00000063637	Treg	6.082055264436283e-52	1.2237909169189694	0.505	0.311	1.1842369805383888e-47
ATP6	Treg	1.1082458076289127e-50	0.49799306691195966	0.999	0.601	2.157865412034256e-46
RPLP1	Treg	6.397921888270437e-47	-0.4340399717935566	0.91	0.964	1.245739370865137e-42
COX1	Treg	8.236438262030263e-40	0.3197300143350761	0.994	0.972	1.6037168939999126e-35
NR4A2	Treg	6.6324427644333895e-34	-0.8609100307662578	0.304	0.48	1.2914029306628252e-29
ENSMMUG00000064139	Treg	2.6464689888737327e-33	0.4578182577258394	0.792	0.635	5.152939768236045e-29
GPHN	Treg	2.7512928892027165e-31	0.7466323880733965	0.479	0.299	5.357042384566609e-27
FOS	Treg	1.9781914347357295e-27	-0.5664224572897836	0.646	0.755	3.851736542573939e-23
RPL12	Treg	1.697308958121527e-26	-0.43150832004470985	0.772	0.854	3.3048302723584254e-22
COX3	Treg	7.102595898610638e-26	0.2048486904101514	1	0.998	1.3829464474184774e-21
UBA52	Treg	2.116056513197748e-25	-0.39500684972431044	0.775	0.87	4.120173636847336e-21
ND4L	Treg	1.9168069205314547e-23	0.7181946105765606	0.37	0.219	3.7322147549667953e-19
RPL23A	Treg	2.6893808287621186e-22	-0.2942214897344808	0.925	0.949	5.236493411682721e-18
ENSMMUG00000040771	Treg	1.067569982057456e-21	1.5982124095790635	0.153	0.058	2.0786655120640726e-17
ZFP36	Treg	5.604010960594484e-21	-0.5934424797266349	0.52	0.633	1.091156974137352e-16
ND3	Treg	7.045998000662037e-21	0.39705597151078376	0.681	0.538	1.3719262707089052e-16
RPS18	Treg	9.738491219719563e-21	-0.24684919693091079	0.963	0.976	1.8961816253915962e-16
TMTC2	Treg	3.0908092152427653e-20	-0.6116210970343006	0.259	0.395	6.018114622999188e-16
IFI27L2	Treg	8.225208398144168e-20	-0.9317469344366126	0.148	0.261	1.6015303272026509e-15
OCA2	Treg	3.163422139841979e-19	-1.5925687894063436	0.034	0.102	6.159499248486317e-15
ENSMMUG00000063316	Treg	3.276855772488286e-19	0.5990604652132329	0.39	0.254	6.380365874611941e-15
PPIL4	Treg	9.73862163972991e-19	-0.4336436394257501	0.616	0.727	1.8962070194718108e-14
ENSMMUG00000028672	Treg	1.0801864061466037e-18	-6.414665622051482	0	0.033	2.103230951408052e-14
EZR	Treg	1.6678990721996074e-18	-0.6719116730798795	0.387	0.501	3.2475662834798556e-14
DUSP1	Treg	1.2572369617479472e-17	-0.5734805935524747	0.441	0.555	2.447966088219428e-13
ENSMMUG00000012140	Treg	6.603458870591545e-17	-0.39578738141260095	0.612	0.722	1.28575947669288e-12
KLF6	Treg	9.921619119356856e-17	-0.49744827970806904	0.542	0.646	1.9318384587299736e-12
CCNL1	Treg	2.0102124900955492e-16	-0.4048378625660751	0.605	0.699	3.914084739465044e-12
IGKC	Treg	2.5353583803006225e-16	0.9737991635767482	0.262	0.161	4.936596302283342e-12
RPL13A	Treg	1.0526420209232533e-15	-0.23384103964361902	0.932	0.96	2.0495992789396666e-11
DLG1	Treg	1.3787316560078348e-15	-0.5371204075438154	0.67	0.724	2.684528407412855e-11
ND2	Treg	3.9145375822495745e-15	0.19363937960373612	0.989	0.973	7.621996126398146e-11
RGCC	Treg	1.9813663505511427e-14	-0.4509486018979194	0.456	0.559	3.8579184211581297e-10
RTKN2	Treg	2.1748424571763237e-14	0.5325755867695592	0.465	0.354	4.23463574836802e-10
RPS6KA5	Treg	2.4643917988276834e-14	-0.5340496501364458	0.361	0.475	4.798417271497382e-10
YPEL5	Treg	2.864978063000208e-14	-0.4433417229141263	0.481	0.591	5.578398786467706e-10
RPL8	Treg	3.530391506774113e-14	-0.2401980410714537	0.868	0.91	6.874025302839875e-10
ADAMTS16	Treg	6.176155516277572e-14	-4.78836951623051	0.001	0.026	1.202559240574406e-9
ARSG	Treg	7.113777209275968e-14	1.0198584486759228	0.141	0.067	1.3851235604181237e-9
ENSMMUG00000060287	Treg	1.0563415863069177e-13	-0.3804345434830414	0.564	0.672	2.0568027026981993e-9
TNFAIP3	Treg	1.6523614183679658e-13	-0.6091759028893236	0.328	0.432	3.217312917704266e-9
ENSMMUG00000015202	Treg	1.70199505466946e-13	0.7635904120360542	0.41	0.305	3.313954570946906e-9
NUP50	Treg	1.708390491933407e-13	-0.8382856755828716	0.113	0.195	3.3264071268435364e-9
HSPH1	Treg	2.9330367608160905e-13	-0.711109639576404	0.23	0.325	5.71091587698501e-9
PABPC1	Treg	2.980124285184324e-13	-0.33440627092930963	0.691	0.746	5.802599995682397e-9
RPS12	Treg	3.0359891124967315e-13	-0.24611169848448	0.881	0.925	5.9113744009423856e-9
ENSMMUG00000002676	Treg	5.933673347885003e-13	-0.19766110462786113	0.935	0.964	1.155345537566689e-8
TSC22D3	Treg	6.637622896112935e-13	-0.4552632848993652	0.404	0.505	1.2924115541021495e-8
RPL22	Treg	7.9591418819728e-13	-0.2868449344655981	0.782	0.827	1.549724515838924e-8
RPL26	Treg	1.0097071712513662e-12	-0.24472709663746617	0.802	0.857	1.966000833143535e-8
RPS14	Treg	1.1748105757592141e-12	-0.18439250761834902	0.933	0.961	2.2874736720607658e-8
ANTXR2	Treg	1.5215983302404597e-12	0.7831770160349443	0.233	0.146	2.962704108811199e-8
CRIP1	Treg	1.7395320117870548e-12	-0.48226513069232735	0.404	0.504	3.3870427801505746e-8
TPT1	Treg	1.8200003688620603e-12	-0.20018718710105876	0.934	0.954	3.5437227182113173e-8
ADAMTS17	Treg	2.146841047878698e-12	2.0806690457753465	0.061	0.017	4.180114204324613e-8
SMYD3	Treg	3.05857133566857e-12	-0.37715430660219385	0.532	0.623	5.9553442476802727e-8
ETF1	Treg	3.303429966986832e-12	-0.7827605966022103	0.122	0.201	6.432108488720061e-8
DUSP4	Treg	3.806403584035199e-12	-0.8818229675509672	0.071	0.138	7.411448418474937e-8
RPS24	Treg	5.598336492204884e-12	-0.32986582331061465	0.725	0.781	1.090052098397213e-7
FRMD4B	Treg	5.731327612684248e-12	-0.5187549157045208	0.219	0.315	1.11594679946575e-7
DNMBP	Treg	6.247545936670434e-12	0.76744482535753	0.261	0.176	1.2164596693291003e-7
TC2N	Treg	9.880478210284966e-12	-0.4382318067099633	0.326	0.428	1.9238279123245858e-7
SIK3	Treg	1.0084459243591112e-11	-0.3542023994513981	0.657	0.738	1.9635450593196255e-7
MTSS1	Treg	1.0212049483311754e-11	-0.5195478014833594	0.304	0.401	1.9883881548956317e-7
CD28	Treg	1.1886107114604918e-11	-0.4353564100919467	0.408	0.508	2.3143439162847234e-7
GCN1	Treg	1.2230094850957472e-11	-0.25046423530434225	0.733	0.807	2.3813217684299295e-7
CFAP70	Treg	1.2884600155515431e-11	2.7488209452630126	0.045	0.009	2.50876049628041e-7
ENSMMUG00000003412	Treg	1.3327473983686321e-11	-0.23591327435601972	0.856	0.898	2.5949924593635636e-7
PDE4B	Treg	1.3589011850049296e-11	-0.3896543242297539	0.373	0.479	2.6459164973230987e-7
RCAN3	Treg	1.5085999507583628e-11	0.6498365647734562	0.274	0.184	2.9373949641216084e-7
PNPLA8	Treg	1.6078897678911258e-11	-0.6930064336058462	0.181	0.264	3.130722167060811e-7
IFRD1	Treg	1.614824807830712e-11	-0.6644307847649995	0.258	0.35	3.1442253833271796e-7
XYLT1	Treg	1.8884491137358338e-11	0.3856153323152087	0.649	0.562	3.676999269355042e-7
TSHZ2	Treg	1.9895071621230194e-11	-0.8717358803576213	0.109	0.181	3.873769395369731e-7
ENSMMUG00000052293	Treg	2.222883897523498e-11	0.29571866548674075	0.499	0.394	4.328177236868003e-7
RPS8	Treg	2.557621796242003e-11	-0.18644840216272396	0.929	0.957	4.979945399462804e-7
ENSMMUG00000011326	Treg	3.3110471379347966e-11	0.8665418858989548	0.175	0.102	6.446939882272842e-7
CSGALNACT2	Treg	3.6939870341312285e-11	-0.5201062045161644	0.35	0.438	7.192562154156915e-7
RPL23	Treg	3.93521272888603e-11	-0.20599549588098665	0.905	0.925	7.66225270441399e-7
IFI6	Treg	4.08479080481898e-11	1.102050730475351	0.144	0.079	7.953496176063036e-7
ATP8	Treg	5.542357565847839e-11	0.6442180414335561	0.18	0.106	1.0791524416462327e-6
FOXO1	Treg	6.141929038312197e-11	0.30792423466863283	0.792	0.736	1.1958950030497679e-6
MAMU-A	Treg	6.696886405333595e-11	-0.20148167514437443	0.86	0.91	1.3039507519825043e-6
SLC22A23	Treg	8.805132872503628e-11	1.233290309080621	0.096	0.043	1.7144474216051813e-6
ATP5PO	Treg	1.1526182995379069e-10	-0.472559657698586	0.27	0.361	2.2442630910302584e-6
DUSP10	Treg	1.3308142328732366e-10	-0.6417897912788059	0.189	0.269	2.591228392827479e-6
RPL32	Treg	1.41432228433654e-10	-0.2734716964581878	0.675	0.757	2.7538269198316772e-6
RILPL2	Treg	1.849612493953765e-10	-0.8026813425199619	0.127	0.197	3.6013804869773757e-6
EIF5	Treg	1.8549559678449587e-10	-0.413362929129816	0.374	0.469	3.611784764990919e-6
NACA	Treg	2.443682096920589e-10	-0.2489780650529667	0.648	0.738	4.758093410914079e-6
RPL10	Treg	2.5258879698630313e-10	-0.17811736191819438	0.934	0.964	4.918156466120308e-6
RPS27A	Treg	2.7695734244637336e-10	-0.1749349156203035	0.953	0.973	5.392636414773336e-6
NAMPT	Treg	3.7488271321707356e-10	-0.6314281754581974	0.138	0.212	7.299341309049639e-6
ENSMMUG00000058919	Treg	4.1370995873063214e-10	-0.6422273534923172	0.132	0.205	8.055346606444138e-6
RAP1B	Treg	4.241381446827654e-10	-0.3279155070963342	0.672	0.735	8.258393815118124e-6
ND5	Treg	4.894839550030985e-10	0.8475714819716149	0.143	0.08	9.530742087865331e-6
PARD3	Treg	5.456477242716581e-10	1.5356537787179831	0.078	0.032	1.0624306839293455e-5
RPL28	Treg	7.266034432636494e-10	-0.20779866083205167	0.848	0.899	1.4147695643786517e-5
GRAMD2B	Treg	7.718431905367466e-10	-0.6473653474598018	0.13	0.203	1.5028558762940992e-5
BCLAF1	Treg	1.029730680824882e-9	-0.3646320200101829	0.516	0.6	2.0049886086341274e-5
ZNF331	Treg	1.0674573278782264e-9	-0.7606623132039958	0.088	0.149	2.0784461631116945e-5
BICDL1	Treg	1.1136195483796655e-9	-0.33353222458243126	0.492	0.584	2.1683286226500467e-5
ENSMMUG00000055690	Treg	1.1901042238280068e-9	-0.14398768757734892	0.994	0.995	2.317251934215512e-5
ENSMMUG00000022489	Treg	1.1968666941653556e-9	-0.4015606596226964	0.409	0.497	2.330419140209364e-5
SYNE2	Treg	1.2179743150569468e-9	-0.5035895595857769	0.3	0.386	2.371517788847381e-5
ENSMMUG00000058755	Treg	1.2237738939283636e-9	-0.22075625977052749	0.795	0.844	2.3828101488679168e-5
TOB1	Treg	1.25941655919899e-9	-0.5555413665750999	0.234	0.317	2.4522099824163536e-5
CELF2	Treg	1.3561213522593914e-9	-0.190117976559403	0.915	0.935	2.640503884984261e-5
REL	Treg	1.4262944444190238e-9	-0.4102821751381842	0.332	0.424	2.7771379127282813e-5
FKBP5	Treg	1.4758133660182354e-9	0.36024461930922813	0.681	0.623	2.8735562049741064e-5
PITRM1	Treg	1.615248190116874e-9	-0.6508830030821724	0.105	0.17	3.1450497509765656e-5
RPL15	Treg	1.7401807761456314e-9	-0.27159700545858945	0.655	0.721	3.388305989233159e-5
RPL24	Treg	1.8404343098678083e-9	-0.24402833633664178	0.781	0.825	3.5835096447436095e-5
SRGN	Treg	2.13281387073918e-9	-0.2416083533787452	0.694	0.767	4.1528018877162575e-5
FOSB	Treg	2.1570440702945925e-9	-0.4350650584109961	0.376	0.464	4.199980509270601e-5
RGS1	Treg	3.645032976034271e-9	-0.3391015503626851	0.407	0.499	7.097243707636329e-5
YWHAZ	Treg	4.034420550408153e-9	-0.3124041644865434	0.704	0.756	7.855420253699715e-5
PELI2	Treg	4.392672632752782e-9	1.3671433519315754	0.072	0.03	8.552972883232942e-5
FGL2	Treg	4.72942507572692e-9	-0.7850439459817391	0.073	0.128	9.208663564947885e-5
ENSMMUG00000014641	Treg	5.11544075827812e-9	-1.189991947830268	0.023	0.059	9.960274700443327e-5
RPL30	Treg	5.140011903269982e-9	-0.15491964276382486	0.947	0.961	1.0008117176856982e-4
RPS15	Treg	5.863406343014649e-9	-0.1585480108491728	0.94	0.961	1.1416638490483823e-4
RPL17	Treg	6.2035455034136085e-9	-0.21009886513860554	0.843	0.877	1.2078923449696637e-4
RPL19	Treg	6.2694993571870374e-9	-0.19494693477032676	0.867	0.894	1.220734219837888e-4
PRKCH	Treg	6.440810432261152e-9	-0.22028918144596332	0.89	0.916	1.254090199265569e-4
RPS16	Treg	6.656396488481557e-9	-0.1779287197111672	0.926	0.946	1.296066960272244e-4
PDGFRA	Treg	7.015876892918253e-9	-0.28118844703192014	0.639	0.705	1.366061389820113e-4
PTPRC	Treg	8.864942947297169e-9	0.14086336433306634	0.991	0.983	1.7260930412682317e-4
SLC25A3	Treg	9.548037042357064e-9	-0.45325629870963313	0.268	0.356	1.859098292517344e-4
DDX60	Treg	1.0445004970923824e-8	1.0876603573183719	0.119	0.067	2.033746917888578e-4
HERC6	Treg	1.0597914957897737e-8	0.6712088964690132	0.242	0.171	2.0635200214522685e-4
ZC2HC1A	Treg	1.1930869010660043e-8	0.9811202522860364	0.14	0.084	2.323059505065617e-4
SYTL3	Treg	1.3463407506230199e-8	-0.4117438159246549	0.378	0.465	2.621460075538082e-4
RPL6	Treg	1.480101440025156e-8	-0.2079009182595959	0.863	0.898	2.8819055138729814e-4
RPL18	Treg	1.5975545928040856e-8	-0.16016394066980588	0.91	0.94	3.110598547648835e-4
EEF1D	Treg	1.7752516523163158e-8	-0.32865143049354195	0.449	0.529	3.456592492225099e-4
LMNA	Treg	1.8139964348487643e-8	-0.6755726670157897	0.184	0.251	3.532032458294029e-4
RPS28	Treg	2.048149597496635e-8	-0.17353702943818083	0.89	0.922	3.987952081285698e-4
MX1	Treg	2.0841692064195525e-8	1.1107700803323883	0.08	0.038	4.058085861819511e-4
RPL13	Treg	2.8814645001110066e-8	-0.1481372642975609	0.952	0.97	5.610499528166141e-4
WDR74	Treg	3.072114784401687e-8	-0.5666643550356123	0.162	0.231	5.981714696708525e-4
RPS11	Treg	3.2205409050183345e-8	-0.15559477224984253	0.916	0.94	6.270715196161199e-4
RACK1	Treg	3.342067137482511e-8	-0.22571213380980426	0.752	0.812	6.507338923392198e-4
ENSMMUG00000059924	Treg	3.470018440925056e-8	1.3673609117957568	0.063	0.026	6.756472906325176e-4
SPAG9	Treg	4.315897450105424e-8	-0.33851964792197675	0.487	0.566	8.403483925100272e-4
SDK1	Treg	4.3237571624720176e-8	-1.7082667535285079	0.015	0.042	8.418787571049265e-4
CPNE8	Treg	4.506652674307383e-8	3.520243302270903	0.025	0.003	8.774903422143906e-4
RPL9	Treg	4.8788678471190986e-8	-0.17232226027279562	0.81	0.863	9.499643585125597e-4
BTF3	Treg	5.5396670786501727e-8	-0.39846356286831575	0.369	0.446	0.0010786285768839751
CPEB1	Treg	6.020083528712586e-8	-0.20007629889139888	0.797	0.842	0.0011721704638756275
NIBAN1	Treg	6.232903458022704e-8	-0.47010173039358616	0.332	0.405	0.0012136086323116006
PRDX6	Treg	6.663894865314175e-8	-0.4955533511771987	0.179	0.247	0.001297526969225323
JMY	Treg	7.030578779940083e-8	-0.5289194863882797	0.273	0.345	0.0013689239942421337
RPL7A	Treg	7.141348107104664e-8	-0.22527782430149568	0.746	0.795	0.001390491889934349
RPS20	Treg	7.29159867397629e-8	-0.13768859890398133	0.943	0.964	0.0014197471778099233
RHOH	Treg	7.641744070739971e-8	0.27275988095227666	0.67	0.61	0.0014879239880137797
TRIO	Treg	7.862401294944503e-8	-0.5798270550105118	0.128	0.189	0.0015308881561386443
TRAF3IP3	Treg	8.326604015078305e-8	0.30838709863580527	0.539	0.465	0.0016212730677758968
JAKMIP2	Treg	8.358955545229265e-8	1.3567977643069413	0.054	0.021	0.0016275722342115903
DNAJA1	Treg	9.685246991890521e-8	-0.5337816659959018	0.23	0.3	0.0018858144417910033
MICU3	Treg	9.886235646337075e-8	2.075061732822668	0.033	0.008	0.0019249489426982917
PLCB1	Treg	1.0668924747104671e-7	1.491809671308412	0.061	0.026	0.0020773463375087504
RPL36	Treg	1.105462973074297e-7	-0.2260505216336468	0.673	0.744	0.002152446954872964
ENSMMUG00000021425	Treg	1.3324132216703177e-7	-0.37166856209255605	0.264	0.34	0.0025943417839142755
ENSMMUG00000062648	Treg	1.4109447989970984e-7	-0.44957284621599114	0.209	0.28	0.0027472506181272505
RPS5	Treg	1.7610423360664375e-7	-0.194881729583106	0.815	0.86	0.0034289255325549604
ST6GALNAC3	Treg	1.7755307861392587e-7	0.5733368887038054	0.159	0.102	0.0034571359936917505
NUP58	Treg	1.7916329081878085e-7	0.7991155684749874	0.154	0.101	0.0034884884355324817
FAU	Treg	2.081044661302416e-7	-0.16829081280927616	0.874	0.903	0.004052002060021934
RPS7	Treg	2.1182586764831706e-7	-0.16598871348523625	0.902	0.933	0.004124461468980382
RPL27A	Treg	2.6772374014908455e-7	-0.14816828561152917	0.95	0.963	0.005212848944442825
IL23R	Treg	2.7037362865564377e-7	-0.9448890646616062	0.026	0.058	0.00526444492355404
ENSMMUG00000049684	Treg	2.7844245916523e-7	-0.60744461057798	0.099	0.152	0.005421553122406194
DPYD	Treg	3.3206891019399193e-7	1.4588749605741878	0.044	0.016	0.006465713750387217
NUDT3	Treg	3.3439636869530286e-7	-0.1512003512432223	0.921	0.939	0.006511031694866242
AOPEP	Treg	3.629868810293124e-7	0.29415417193468696	0.481	0.404	0.007067717560521741
ENSMMUG00000020092	Treg	4.5424821698031614e-7	1.0569161128076388	0.212	0.152	0.008844667032823736
DYNLRB2	Treg	4.634336446089969e-7	-0.8608154177496501	0.045	0.084	0.009023516494181778
PM20D2	Treg	4.6971078587701456e-7	-0.2727241947845116	0.418	0.499	0.00914573871181135
FTH1	Treg	5.420938571377205e-7	-0.3486524604008804	0.296	0.374	0.010555109492328555
PPP2R2B	Treg	5.483164699107663e-7	-1.3034920888250976	0.017	0.043	0.01067626998563253
RPL37A	Treg	5.896128532987297e-7	-0.17161297551247268	0.908	0.925	0.011480351866579567
OLFM3	Treg	6.299833688063208e-7	7.506991456296059	0.014	0	0.01226640617402787
EIF3K	Treg	6.751750059682604e-7	-0.26415144738806373	0.53	0.607	0.013146332541207999
DIP2C	Treg	7.066513060461301e-7	-0.5275527639572235	0.22	0.284	0.013759207580024198
ZNF483	Treg	7.121617769239139e-7	-0.5291529274809599	0.171	0.234	0.013866501958485527
ENSMMUG00000052609	Treg	7.306709361753952e-7	-0.15656631180017566	0.911	0.935	0.01422689379827112
RPL35A	Treg	7.352627113434071e-7	-0.16284454352663058	0.859	0.887	0.01431630025256748
TAGAP	Treg	7.770889701110826e-7	-0.32756924417142685	0.305	0.381	0.015130699337032889
PTPN4	Treg	8.665652719394224e-7	0.2956740462199692	0.48	0.409	0.016872892409932495
PMAIP1	Treg	9.175452046885939e-7	-0.5438146755335891	0.185	0.245	0.017865522680491613
STK17A	Treg	9.537634900151803e-7	-0.2416997026840968	0.653	0.711	0.018570728914085576
CARD19	Treg	9.934929998714538e-7	-0.8526764799516044	0.043	0.079	0.019344302200497075
CLNK	Treg	1.0070565010606877e-6	1.5549807407165206	0.041	0.015	0.01960839713215265
ENSMMUG00000064232	Treg	1.0137502364185148e-6	-0.6895991594115407	0.061	0.104	0.019738730853304902
HSPA9	Treg	1.023388109940995e-6	-0.476662785212514	0.197	0.26	0.019926389888661113
RANBP2	Treg	1.0722779119514504e-6	-0.3309167922326113	0.39	0.461	0.02087832322360669
IL6R	Treg	1.0847000053912764e-6	-0.2655495010768196	0.43	0.509	0.02112019380497354
CSRNP1	Treg	1.0922820306091488e-6	-0.6475740475486569	0.082	0.129	0.021267823417990734
RPA3	Treg	1.1144332939621033e-6	-0.7277540509593051	0.075	0.12	0.02169913066673611
THEMIS	Treg	1.1281983471831057e-6	0.39911319767784725	0.405	0.334	0.021967150018002254
DNM3	Treg	1.1953221447355144e-6	0.4183421814987207	0.384	0.318	0.023274117480145202
ACSL1	Treg	1.208385925510242e-6	-0.7688431422429073	0.068	0.112	0.023528482355609923
TMEM156	Treg	1.2248484320547364e-6	0.34221379951955466	0.497	0.432	0.023849023820537774
TMSB4X	Treg	1.245134452084217e-6	-0.1376296371391108	0.981	0.98	0.02424401291653179
JUN	Treg	1.2713474533639509e-6	-0.24211236293809613	0.557	0.631	0.024754406264449486
PPP1R15A	Treg	1.3246227237858343e-6	-0.5615658444275282	0.202	0.259	0.02579172905483398
ANKH	Treg	1.396819013972682e-6	0.44689470864157355	0.342	0.28	0.02719746302106209
ENSMMUG00000002320	Treg	1.5797214228683402e-6	-0.26007276063694773	0.584	0.646	0.03075875582466945
SUCO	Treg	1.6730341999718875e-6	-0.34008713894092735	0.263	0.331	0.03257564890765262
H3-5	Treg	1.751207293037785e-6	-0.2782756239862465	0.572	0.64	0.034097757202738714
ENSMMUG00000002917	Treg	1.9868670227887384e-6	0.9691250715947914	0.087	0.049	0.038686287800719525
SMARCA5	Treg	2.021644700233179e-6	-0.35600378055289017	0.322	0.386	0.03936344395824023
DSCAML1	Treg	2.077220268411848e-6	-1.9445671498369945	0.008	0.026	0.040445555846247094
UBE2B	Treg	2.109343016029046e-6	-0.3465281096948397	0.281	0.351	0.041071017865101554
POC1B	Treg	2.2384123024086828e-6	-0.5189705102255349	0.178	0.237	0.04358412594019946
MBD5	Treg	2.3163398915660807e-6	0.23108383924714948	0.563	0.495	0.04510145402868316
NR3C2	Treg	2.436625893265299e-6	0.5800594886668908	0.131	0.084	0.04744354276776864
DENND4A	Treg	2.584421756460011e-6	-0.34169747237248127	0.443	0.512	0.05032127602003287
GABARAPL1	Treg	2.8236456027974434e-6	-0.7297207873765443	0.073	0.115	0.05497920353206902
SLC39A8	Treg	2.8679665470731263e-6	-1.4676447890806559	0.017	0.04	0.05584217663806084
BTG2	Treg	3.202904682076851e-6	-0.35088187721190134	0.295	0.362	0.06236375706471837
MRC2	Treg	3.2077699299176227e-6	1.8500054024238937	0.03	0.009	0.06245848830542603
CYSTM1	Treg	3.212262978759314e-6	-0.78252003631716	0.038	0.07	0.0625459724594226
PDE3B	Treg	3.5432272999004454e-6	0.5732758308450564	0.217	0.162	0.06899017875636157
GEM	Treg	3.6145980258280213e-6	-0.8828550297000004	0.042	0.075	0.0703798381608974
ADD3	Treg	3.707818107676632e-6	0.2683617837259076	0.445	0.373	0.0721949263745717
RNF19B	Treg	3.9472482929586926e-6	-0.5833808020810856	0.08	0.124	0.07685687151219871
ATF1	Treg	4.004264199646897e-6	0.5199253035208815	0.237	0.182	0.07796702823132473
RPL10A	Treg	4.137472789257805e-6	-0.16686567072260372	0.817	0.846	0.08056073267963872
IRS2	Treg	4.153277388911393e-6	-0.89939171994381	0.031	0.061	0.08086846403949374
RPS26	Treg	4.2300739085959505e-6	-0.1533568663294278	0.912	0.932	0.08236376907427176
ENSMMUG00000053391	Treg	4.650915707926212e-6	-2.8317654310049423	0.003	0.016	0.09055797974903128
ITK	Treg	4.669979316318662e-6	-0.3078458661415375	0.643	0.68	0.09092916726804068
UBE2E2	Treg	4.8630203863795156e-6	0.7802364283370884	0.134	0.089	0.09468786994319554
ADORA2B	Naive B cells	0	-10.694649867504967	0.002	0.326	0
BMT2	Naive B cells	0	-3.6556518225922225	0.148	0.424	0
ENSMMUG00000060590	Naive B cells	0	-8.600621452282232	0.001	0.256	0
RBPMS	Naive B cells	7.396880852285624e-280	-8.248741441398876	0.001	0.161	1.4402466707485338e-275
ENSMMUG00000028695	Naive B cells	2.1603331113583098e-265	-9.2804706707025	0	0.151	4.206384601125765e-261
